sentiment,importance,category,affected_tickers,original_index,publish_date
-0.3,7,"['компания', 'финансы', 'отчётность/доходы', 'дивиденды']",['MTSS'],17190,2022-09-02 10:50:00
0.7,8,"['компания', 'слияния/поглощения/корпоративные события', 'продукт/контракты/инновации']",['SBER'],5463,2021-01-29 13:35:00
0.5,7,"['финансы', 'компания']",['VTBR'],17192,2022-09-02 11:33:00
-0.5,7,"['компания', 'регуляция']",['VTBR'],17199,2022-09-02 16:07:57
0.2,6,"['финансы', 'продукт/контракты/инновации']",['VTBR'],5454,2021-01-29 10:58:00
1.0,8,"['дивиденды', 'компания']",['PHOR'],9349,2021-08-06 17:22:26
-0.5,7,"['компания', 'сектор', 'геополитика']",['GAZP'],13270,2022-02-03 19:38:59
0.8,8,"['макроэкономика', 'финансы']",['VTBR'],23067,2025-01-29 09:29:33
0.2,7,"['компания', 'геополитика', 'отчётность/доходы', 'дивиденды']",['SBER'],13269,2022-02-03 19:20:00
-0.8,8,"['макроэкономика', 'сектор', 'события/форс-мажор']",['AFLT'],1467,2020-04-24 15:45:00
-0.5,7,"['компания', 'сектор', 'дивиденды', 'рейтинги/аналитика']",['GMKN'],1450,2020-04-23 16:50:00
0.0,5,"['компания', 'события/форс-мажор']",['CHMF'],17197,2022-09-02 15:39:34
0.7,8,"['сектор', 'компания']",['PHOR'],9352,2021-08-06 17:45:37
-0.2,6,"['отчётность/доходы', 'компания']",['T'],23065,2025-01-29 02:07:00
0.7,6,"['компания', 'менеджмент/кадровые изменения']",['LKOH'],1471,2020-04-24 16:33:48
1.0,8,"['дивиденды', 'компания']",['CHMF'],1468,2020-04-24 15:57:21
-0.5,7,"['компания', 'менеджмент/кадровые изменения']",['LKOH'],1466,2020-04-24 14:46:56
0.7,7,"['компания', 'сектор', 'дивиденды']","['SBER', 'AFLT', 'ROSN']",17198,2022-09-02 15:50:00
0.5,7,"['регуляция', 'геополитика']","['ROSН', 'SIBN']",17202,2022-09-02 17:21:43
0.1,6,"['сектор', 'компания', 'отчётность/доходы']","['SBER', 'VTBR']",9347,2021-08-06 16:00:00
0.5,7,"['отчётность/доходы', 'компания', 'конкуренция/рыночная доля']",['ALRS'],5465,2021-01-29 15:05:00
0.7,7,"['компания', 'продукт/контракты/инновации']",['MGNT'],13274,2022-02-04 09:16:48
0.7,7,"['компания', 'отчётность/доходы']",['GMKN'],5461,2021-01-29 13:19:40
1.0,8,"['компания', 'отчётность/доходы']",['ALRS'],9354,2021-08-06 18:02:34
0.8,7,"['компания', 'финансы', 'инфраструктура']",['MTSS'],5458,2021-01-29 11:31:46
0.8,7,"['макроэкономика', 'сектор', 'регуляция']",[],23072,2025-01-29 11:14:23
-0.7,8,"['компания', 'регуляция', 'события/форс-мажор']",['GAZP'],17204,2022-09-02 19:36:29
0.2,7,"['макроэкономика', 'сектор', 'финансы', 'отчётность/доходы']",['SBER'],9348,2021-08-06 17:15:00
0.5,7,"['регуляция', 'финансы']",['VTBR'],5467,2021-01-29 17:37:00
1.0,8,"['компания', 'отчётность/доходы']",['MGNT'],13273,2022-02-04 09:03:54
0.7,6,"['компания', 'продукт/контракты/инновации']",['GAZP'],9355,2021-08-06 18:33:57
0.7,7,"['макроэкономика', 'финансы', 'сектор']",['MOEX'],17203,2022-09-02 17:40:49
0.5,7,"['компания', 'слияния/поглощения/корпоративные события']",['MTSS'],1474,2020-04-24 18:37:17
1.0,8,"['компания', 'дивиденды', 'отчётность/доходы']",['PHOR'],5460,2021-01-29 13:10:00
1.0,8,"['компания', 'отчётность/доходы']",['PHOR'],9351,2021-08-06 17:39:08
0.5,7,"['компания', 'дивиденды', 'отчётность/доходы', 'события/форс-мажор']",['NVTK'],1456,2020-04-24 09:40:00
0.5,7,"['сектор', 'финансы', 'отчётность/доходы', 'дивиденды']","['MTSS', 'SBER']",17200,2022-09-02 16:55:00
0.5,7,"['макроэкономика', 'геополитика']",['SBER'],13277,2022-02-04 09:42:36
-0.5,7,"['компания', 'финансы', 'судебные/регуляторные/санкции']",['GAZP'],23064,2025-01-28 22:15:21
0.8,7,"['компания', 'продукт/контракты/инновации']",['LKOH'],5466,2021-01-29 15:05:38
0.8,8,"['компания', 'отчётность/доходы']",['GMKN'],5469,2021-01-29 18:45:00
-0.5,7,"['макроэкономика', 'регуляция']","['ALRS', 'SBER', 'MOEX']",1472,2020-04-24 17:30:00
0.7,7,"['рейтинги/аналитика', 'компания']",['ROSN'],9357,2021-08-06 20:04:49
0.7,8,"['сектор', 'компания', 'отчётность/доходы']",['PHOR'],1464,2020-04-24 12:40:00
-0.2,6,"['макроэкономика', 'сектор', 'отчётность/доходы']","['SBER', 'ALRS', 'GAZP', 'VTBR']",9350,2021-08-06 17:30:00
-0.3,7,"['макроэкономика', 'сектор', 'отчётность/доходы']","['SBER', 'VTBR']",17201,2022-09-02 17:09:00
0.7,6,"['макроэкономика', 'сектор', 'аналитика']",['MGNT'],13282,2022-02-04 10:15:54
0.5,7,"['регуляция', 'сектор']",['AFLT'],9358,2021-08-06 20:12:18
-0.5,7,"['компания', 'дивиденды', 'финансы', 'отчётность/доходы']",['SIBN'],1473,2020-04-24 18:00:00
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],23073,2025-01-29 12:05:00
0.2,6,"['компания', 'регуляция']",['AFLT'],9356,2021-08-06 19:12:33
1.0,8,"['компания', 'отчётность/доходы']",['NVTK'],9353,2021-08-06 17:51:20
0.5,7,"['компания', 'слияния/поглощения/корпоративные события']",['SBER'],17205,2022-09-02 19:36:31
0.5,7,"['отчётность/доходы', 'события/форс-мажор']",['MDC'],17206,2022-09-02 21:04:40
-0.5,6,"['компания', 'сектор']",['AFLT'],5468,2021-01-29 18:11:21
-0.5,6,"['макроэкономика', 'сектор', 'отчётность/доходы']",['NVTK'],13278,2022-02-04 09:45:00
0.0,7,"['компания', 'дивиденды', 'события/форс-мажор']",['CHMF'],1470,2020-04-24 16:17:13
-0.2,7,"['отчётность/доходы', 'слияния/поглощения/корпоративные события']",['MGNT'],13281,2022-02-04 10:00:00
-0.3,7,"['макроэкономика', 'сектор', 'регуляция']","['CHMF', 'MAGN']",23074,2025-01-29 12:10:00
0.5,7,"['макроэкономика', 'компания']",[],13284,2022-02-04 10:51:00
-0.3,7,"['компания', 'отчётность/доходы', 'конкуренция/рыночная доля']",['PLZL'],5470,2021-01-29 19:15:00
0.8,7,"['компания', 'регуляция', 'геополитика', 'санкции']",['NVTK'],23070,2025-01-29 10:47:37
-0.7,7,"['компания', 'аналитика']","['GMKN', 'GAZP', 'MAGN', 'SBER']",13279,2022-02-04 09:50:00
1.0,8,"['компания', 'отчётность/доходы']",['SBER'],5475,2021-02-01 10:31:51
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],19153,2023-05-18 12:00:00
0.9,8,"['компания', 'отчётность/доходы']",['MAGN'],5472,2021-01-31 13:00:00
0.8,8,"['компания', 'отчётность/доходы']",['MGNT'],13285,2022-02-04 10:52:22
0.3,7,"['компания', 'отчётность/доходы', 'дивиденды']",['CHMF'],1469,2020-04-24 16:15:00
-0.2,7,"['компания', 'сектор', 'конкуренция/рыночная доля']","['T', 'MTSS']",17207,2022-09-02 22:20:34
-0.3,7,"['компания', 'отчётность/доходы', 'дивиденды']",['GMKN'],23075,2025-01-29 13:15:00
-0.5,7,"['компания', 'отчётность/доходы']",['PLZL'],1435,2020-04-23 09:11:13
0.7,8,"['компания', 'дивиденды', 'отчётность/доходы', 'слияния/поглощения/корпоративные события']",['T'],23077,2025-01-29 15:07:56
0.8,8,"['компания', 'отчётность/доходы']",['GMKN'],23071,2025-01-29 11:00:00
-0.5,7,"['макроэкономика', 'финансы']",[],5473,2021-02-01 09:30:00
-0.5,6,"['компания', 'сектор', 'макроэкономика']",['NVTK'],5474,2021-02-01 10:00:00
0.7,8,"['компания', 'отчётность/доходы', 'сектор']",['PHOR'],5459,2021-01-29 12:50:00
0.2,6,"['компания', 'рейтинги/аналитика']",['PLZL'],5451,2021-01-29 10:40:00
-0.5,8,"['макроэкономика', 'регуляция', 'финансы']","['MOEX', 'PLZL']",1481,2020-04-27 09:30:00
0.0,6,"['компания', 'судебные/регуляторные/санкции']",[],1462,2020-04-24 12:08:59
0.3,7,"['компания', 'отчётность/доходы']",['RUAL'],1477,2020-04-27 09:13:30
0.7,7,"['компания', 'финансы']","['NVTK', 'GAZP']",19157,2023-05-18 18:17:00
0.7,8,"['дивиденды', 'отчётность/доходы', 'компания']",['PLZL'],5464,2021-01-29 14:05:00
0.5,7,"['компания', 'дивиденды', 'отчётность/доходы']",['ALRS'],1480,2020-04-27 09:30:00
0.1,7,"['компания', 'судебные/регуляторные/санкции', 'финансы']","['GAZP', 'NVTK']",23081,2025-01-29 18:14:03
0.8,7,"['компания', 'отчётность/доходы']",['CHMF'],23079,2025-01-29 17:15:20
1.0,8,"['компания', 'сектор']",['GAZP'],5477,2021-02-01 10:50:40
-0.8,9,"['геополитика', 'санкции']","['ROSN', 'RUAL']",23069,2025-01-29 10:38:21
0.7,8,"['компания', 'отчётность/доходы', 'конкуренция/рыночная доля']",['MGNT'],13283,2022-02-04 10:40:00
0.8,7,"['компания', 'отчётность/доходы', 'рейтинги/аналитика']",['T'],23080,2025-01-29 18:07:30
0.5,7,"['компания', 'судебные/регуляторные/санкции']",['MOEX'],13280,2022-02-04 09:55:31
0.5,7,"['дивиденды', 'события/форс-мажор', 'компания']","['ALRS', 'GAZP', 'PHOR', 'PLZL']",1476,2020-04-24 21:01:54
-0.7,8,"['компания', 'дивиденды', 'отчётность/доходы']",['T'],17211,2022-09-03 17:05:13
0.8,7,"['компания', 'отчётность/доходы', 'рейтинги/аналитика']",['GMKN'],5476,2021-02-01 10:50:00
0.3,7,"['геополитика', 'санкции', 'сектор', 'компания', 'отчётность/доходы']","['NVTK', 'MTSS', 'PLZL']",23076,2025-01-29 14:45:00
0.5,7,"['макроэкономика', 'финансы', 'сектор']",['SBER'],17214,2022-09-05 08:28:17
-0.7,8,"['макроэкономика', 'финансы']",[],1478,2020-04-27 09:20:00
-0.5,7,"['макроэкономика', 'геополитика', 'финансы']",[],9364,2021-08-09 09:40:00
0.8,7,"['компания', 'финансы']","['NVTK', 'GAZP']",19158,2023-05-19 10:27:00
0.0,7,"['компания', 'сектор', 'продукт/контракты/инновации']",['GAZP'],17208,2022-09-03 09:33:24
0.5,7,"['конкуренция/рыночная доля', 'сектор']","['NVTK', 'SIBN']",13287,2022-02-04 11:56:30
0.5,7,"['компания', 'менеджмент/кадровые изменения']",['LKOH'],1475,2020-04-24 20:01:49
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],19159,2023-05-19 11:35:00
0.7,7,"['финансы', 'компания']",['SBER'],17215,2022-09-05 08:36:26
0.8,8,"['компания', 'продукт/контракты/инновации']",['ROSN'],13290,2022-02-04 13:40:00
-0.3,7,"['дивиденды', 'компания', 'финансы', 'конкуренция/рыночная доля']",['MGNT'],23078,2025-01-29 16:10:00
0.0,6,"['компания', 'продукт/контракты/инновации']",['GAZP'],17210,2022-09-03 12:12:12
0.8,7,"['компания', 'геополитика', 'сектор']",['NVTK'],23082,2025-01-29 19:30:00
-0.5,7,"['компания', 'события/форс-мажор']",['GAZP'],9368,2021-08-09 10:50:00
0.5,6,"['компания', 'менеджмент/кадровые изменения']",['AFLT'],9365,2021-08-09 09:40:00
0.0,5,"['компания', 'события/форс-мажор']",['CHMF'],19162,2023-05-19 14:53:32
0.5,7,"['компания', 'менеджмент/кадровые изменения', 'события/форс-мажор']",['AFLT'],9360,2021-08-06 21:00:19
0.8,8,"['компания', 'сектор', 'продукт/контракты/инновации', 'геополитика']",['ROSN'],13289,2022-02-04 12:14:29
-0.5,7,"['компания', 'дивиденды']",['MGNT'],5481,2021-02-01 12:15:00
0.8,8,"['компания', 'сектор', 'геополитика', 'продукт/контракты/инновации']",['GAZP'],13288,2022-02-04 12:08:39
0.5,7,"['компания', 'финансы', 'слияния/поглощения/корпоративные события']",['ROSN'],1483,2020-04-27 10:00:52
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],13286,2022-02-04 11:25:00
0.6,7,"['макроэкономика', 'сектор']","['AFLT', 'SBER', 'LKOH', 'CHMF']",17216,2022-09-05 09:32:52
0.8,7,"['компания', 'отчётность/доходы', 'дивиденды']",['PHOR'],9369,2021-08-09 11:20:00
0.2,7,"['компания', 'финансы', 'макроэкономика']",['SBER'],9362,2021-08-09 09:10:00
0.0,7,"['сектор', 'регуляция', 'компания']","['GAZP', 'NVTK']",9361,2021-08-09 09:05:14
1.0,8,"['компания', 'отчётность/доходы', 'финансы']",['VTBR'],9367,2021-08-09 10:12:10
-0.6,7,"['компания', 'дивиденды', 'слияния/поглощения/корпоративные события']",['T'],13291,2022-02-04 14:00:05
0.8,8,"['отчётность/доходы', 'компания']",[],5471,2021-01-30 13:00:00
-0.5,8,"['геополитика', 'судебные/регуляторные/санкции', 'сектор']",['GAZP'],17212,2022-09-04 15:37:19
0.7,7,"['финансы', 'компания']",['SBER'],19161,2023-05-19 13:13:00
0.7,7,"['компания', 'сектор', 'продукт/контракты/инновации']",['GMKN'],5479,2021-02-01 11:30:00
0.0,5,"['компания', 'корпоративные события']",['GMKN'],19155,2023-05-18 16:25:29
0.7,8,"['компания', 'отчётность/доходы', 'дивиденды']",['GMKN'],5480,2021-02-01 12:00:00
0.5,7,"['финансы', 'компания']",['LKOH'],1486,2020-04-27 11:41:00
0.2,7,"['компания', 'сектор', 'регуляция']",['GAZP'],17209,2022-09-03 09:37:42
0.7,8,"['сектор', 'конкуренция/рыночная доля', 'продукт/контракты/инновации']","['SBER', 'MTSS']",23083,2025-01-29 19:50:00
0.8,8,"['компания', 'отчётность/доходы', 'дивиденды']",['MGNT'],13293,2022-02-04 14:55:00
-0.5,7,"['компания', 'финансы', 'регуляция']",['VTBR'],23066,2025-01-29 08:58:42
0.2,6,"['компания', 'сектор', 'слияния/поглощения/корпоративные события']",['VTBR'],9359,2021-08-06 20:13:00
0.8,8,"['компания', 'отчётность/доходы', 'финансы']",['SBER'],19154,2023-05-18 13:34:00
0.5,7,"['финансы', 'корпоративные события']",['VTBR'],19160,2023-05-19 12:47:08
0.5,7,"['финансы', 'компания']",['MGNT'],1485,2020-04-27 10:57:00
0.5,7,"['финансы', 'сектор']","['VTBR', 'MOEX']",9370,2021-08-09 11:47:00
0.0,5,"['компания', 'менеджмент/кадровые изменения']",['RUAL'],17217,2022-09-05 09:40:00
0.2,7,"['компания', 'финансы']",['GMKN'],17220,2022-09-05 10:41:00
-0.5,7,"['компания', 'сектор', 'события/форс-мажор']",['GAZP'],17213,2022-09-05 08:17:25
0.2,7,"['макроэкономика', 'геополитика', 'отчётность/доходы']","['MOEX', 'SBER']",23084,2025-01-29 20:56:57
0.5,7,"['компания', 'отчётность/доходы']",['GMKN'],5482,2021-02-01 13:00:00
-0.7,8,"['макроэкономика', 'геополитика', 'дивиденды']","['GAZP', 'LKOH', 'ROSН']",17218,2022-09-05 09:45:00
-0.5,7,"['макроэкономика', 'сектор', 'компания']","['AFLT', 'PLZL', 'RUAL']",9366,2021-08-09 10:08:49
0.2,6,"['финансы', 'продукт/контракты/инновации']",['VTBR'],5478,2021-02-01 11:14:00
0.0,7,"['компания', 'менеджмент/кадровые изменения', 'события/форс-мажор']",['GAZP'],13296,2022-02-04 15:24:59
0.5,7,"['геополитика', 'компания', 'судебные/регуляторные/санкции']",['NVTK'],23089,2025-01-30 10:05:00
-0.2,6,"['компания', 'сектор', 'конкуренция/рыночная доля']","['GAZP', 'NVTK', 'SBER']",23086,2025-01-30 09:10:00
0.7,8,"['отчётность/доходы', 'финансы', 'дивиденды']",['MAGN'],5483,2021-02-01 13:15:00
0.8,7,"['сектор', 'отчётность/доходы']",['T'],23085,2025-01-29 23:06:51
-0.6,7,"['макроэкономика', 'сектор', 'отчётность/доходы']","['CHMF', 'MAGN']",23068,2025-01-29 10:30:00
0.5,7,"['сектор', 'отчётность/доходы', 'дивиденды']","['CHMF', 'MAGN']",5484,2021-02-01 14:20:00
0.2,7,"['компания', 'финансы', 'дивиденды', 'конкуренция/рыночная доля']","['SBER', 'GAZP', 'GMKN', 'MAGN']",9371,2021-08-09 12:20:00
-0.5,7,"['компания', 'отчётность/доходы', 'события/форс-мажор']",[],1490,2020-04-27 14:50:00
-0.5,7,"['макроэкономика', 'сектор', 'компания']",['SBER'],9363,2021-08-09 09:20:00
1.0,8,"['компания', 'финансы']",['SBER'],9373,2021-08-09 13:15:38
0.8,8,"['компания', 'отчётность/доходы']",['GMKN'],5485,2021-02-01 14:45:00
1.0,8,"['дивиденды', 'компания']",['LKOH'],5487,2021-02-01 16:53:18
0.7,7,"['компания', 'продукт/контракты/инновации']",['NVTK'],5486,2021-02-01 15:08:52
-0.5,8,"['компания', 'сектор', 'регуляция', 'судебные/регуляторные/санкции']",['GAZP'],17222,2022-09-05 11:00:00
0.7,8,"['компания', 'отчётность/доходы']",[],1489,2020-04-27 12:35:00
0.0,7,"['компания', 'отчётность/доходы', 'менеджмент/кадровые изменения']",['MTSS'],19167,2023-05-22 11:01:11
0.5,7,"['компания', 'финансы', 'дивиденды']",['MGNT'],13292,2022-02-04 14:31:58
0.0,6,"['компания', 'финансы', 'события/форс-мажор']",['GAZP'],17223,2022-09-05 11:00:00
0.8,7,"['компания', 'отчётность/доходы', 'дивиденды', 'менеджмент/кадровые изменения']",['MGNT'],13298,2022-02-04 17:25:00
0.5,7,"['компания', 'финансы']","['NVTK', 'GAZP']",19156,2023-05-18 16:47:00
-0.5,7,"['компания', 'отчётность/доходы', 'сектор']",[],1492,2020-04-27 15:55:00
0.0,6,"['компания', 'менеджмент/кадровые изменения', 'слияния/поглощения/корпоративные события']",['GAZP'],1482,2020-04-27 09:35:00
-0.5,8,"['макроэкономика', 'события/форс-мажор', 'регуляция']",['MOEX'],17224,2022-09-05 11:00:50
-0.2,7,"['компания', 'отчётность/доходы']",['LKOH'],9374,2021-08-09 13:20:57
0.2,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],1487,2020-04-27 11:58:00
0.5,8,"['сектор', 'геополитика']",['GAZP'],17219,2022-09-05 09:55:20
-0.7,9,"['геополитика', 'санкции']","['CHMF', 'PLZL']",19163,2023-05-19 19:30:00
0.8,8,"['дивиденды', 'компания', 'менеджмент/кадровые изменения']",['NVTK'],1488,2020-04-27 12:20:45
-0.3,7,"['макроэкономика', 'дивиденды', 'компания']","['GAZP', 'SIBN']",19165,2023-05-22 09:55:00
-0.5,7,"['компания', 'сектор', 'геополитика']",['GAZP'],13302,2022-02-04 19:50:45
0.5,7,"['финансы', 'компания', 'продукт/контракты/инновации']",['CHMF'],13295,2022-02-04 15:10:26
-0.3,7,"['компания', 'отчётность/доходы', 'дивиденды']",['CHMF'],1484,2020-04-27 10:40:00
-0.7,8,"['сектор', 'компания', 'геополитика']","['GAZP', 'NVTK']",17221,2022-09-05 10:50:00
0.5,8,"['сектор', 'геополитика', 'регуляция']","['SIBN', 'GAZP', 'ROSN']",13297,2022-02-04 16:55:00
0.8,8,"['компания', 'финансы', 'дивиденды', 'отчётность/доходы']",['SBER'],9372,2021-08-09 12:30:00
1.0,8,"['компания', 'отчётность/доходы', 'конкуренция/рыночная доля']",['MGNT'],13294,2022-02-04 15:10:00
-0.7,8,"['макроэкономика', 'сектор', 'компания']",['RUAL'],1479,2020-04-27 09:28:48
0.5,7,"['компания', 'финансы']",['GMKN'],19173,2023-05-22 16:42:00
-0.5,7,"['отчётность/доходы', 'компания']","['MAGN', 'MOEX']",5491,2021-02-01 21:03:12
0.0,5,"['события/форс-мажор', 'компания']",['MOEX'],19171,2023-05-22 15:59:58
-0.5,7,"['компания', 'дивиденды', 'слияния/поглощения/корпоративные события', 'менеджмент/кадровые изменения']",['T'],13300,2022-02-04 17:28:01
0.8,8,"['компания', 'сектор', 'геополитика', 'продукт/контракты/инновации']",['ROSN'],13301,2022-02-04 17:37:14
0.5,7,"['компания', 'финансы']",['MGNT'],1497,2020-04-27 18:40:00
-0.8,8,"['сектор', 'макроэкономика', 'события/форс-мажор']",['AFLT'],1491,2020-04-27 15:35:00
0.2,6,"['компания', 'продукт/контракты/инновации', 'слияния/поглощения/корпоративные события']",[],23092,2025-01-30 13:06:07
0.5,7,"['компания', 'финансы', 'продукт/контракты/инновации']",['NVTK'],23094,2025-01-30 14:41:00
0.0,5,"['макроэкономика', 'события/форс-мажор']",['MOEX'],17227,2022-09-05 12:09:20
0.6,7,"['сектор', 'финансы', 'конкуренция/рыночная доля', 'продукт/контракты/инновации']",['MOEX'],5490,2021-02-01 18:10:00
0.0,5,"['компания', 'события/форс-мажор']",['NVTK'],1495,2020-04-27 17:53:34
0.7,8,"['регуляция', 'финансы']",['MOEX'],9375,2021-08-09 13:35:18
0.8,8,"['компания', 'отчётность/доходы', 'дивиденды']",['SBER'],9377,2021-08-09 14:45:00
-0.1,6,"['макроэкономика', 'сектор', 'отчётность/доходы']","['MOEX', 'LKOH', 'MGNT', 'SBER', 'PHOR', 'VTBR']",13303,2022-02-04 21:00:00
0.8,8,"['компания', 'отчётность/доходы', 'конкуренция/рыночная доля']",['T'],23097,2025-01-30 15:05:52
-0.5,7,"['дивиденды', 'компания', 'конкуренция/рыночная доля']",['T'],13306,2022-02-05 12:00:00
0.2,6,"['макроэкономика', 'дивиденды', 'финансы']",['NVTK'],23087,2025-01-30 09:20:53
-0.2,7,"['макроэкономика', 'финансы', 'аналитика']",['MOEX'],23093,2025-01-30 14:27:08
-0.2,6,"['макроэкономика', 'финансы']",['SIBN'],5494,2021-02-02 09:35:00
0.8,8,"['компания', 'дивиденды', 'финансы', 'отчётность/доходы', 'рейтинги/аналитика']",['MTSS'],5489,2021-02-01 17:30:00
-0.8,8,"['геополитика', 'санкции']","['GAZP', 'SIBN']",17229,2022-09-05 12:43:40
1.0,8,"['дивиденды', 'компания']",['SBER'],19166,2023-05-22 10:36:10
0.5,7,"['отчётность/доходы', 'компания']",['MGNT'],1493,2020-04-27 16:25:00
0.7,7,"['сектор', 'компания', 'отчётность/доходы', 'дивиденды']","['MOEX', 'T']",19170,2023-05-22 15:30:00
-0.5,7,"['регуляция', 'сектор']","['CHMF', 'MAGN', 'RUAL']",9378,2021-08-09 15:30:00
-0.2,7,"['макроэкономика', 'регуляция', 'сектор', 'конкуренция/рыночная доля']","['MSFT', 'TSLA', 'META']",23088,2025-01-30 09:40:00
0.7,8,"['компания', 'финансы', 'дивиденды', 'продукт/контракты/инновации']",['MTSS'],23098,2025-01-30 15:30:00
0.5,7,"['компания', 'слияния/поглощения/корпоративные события']",['MTSS'],1496,2020-04-27 17:58:28
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],23090,2025-01-30 12:20:00
0.0,6,"['геополитика', 'события/форс-мажор', 'компания', 'отчётность/доходы']",['GMKN'],13304,2022-02-04 21:00:23
-0.3,7,"['компания', 'финансы', 'отчётность/доходы', 'дивиденды']",['PHOR'],23091,2025-01-30 12:26:25
-0.5,7,"['отчётность/доходы', 'компания']",['MAGN'],5493,2021-02-02 09:30:00
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],19168,2023-05-22 11:30:00
-0.5,7,"['геополитика', 'события/форс-мажор']",['AFLT'],5492,2021-02-02 08:54:17
0.5,7,"['компания', 'отчётность/доходы', 'финансы']",['MOEX'],17225,2022-09-05 11:30:00
1.0,8,"['дивиденды', 'компания']",['NVTK'],1494,2020-04-27 17:18:55
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],17226,2022-09-05 11:38:00
0.0,7,"['компания', 'отчётность/доходы', 'события/форс-мажор']",['MTSS'],19174,2023-05-22 16:45:12
0.5,6,"['менеджмент/кадровые изменения', 'компания']",['GAZP'],23096,2025-01-30 15:01:08
0.8,8,"['отчётность/доходы', 'компания']",['MOEX'],19169,2023-05-22 14:11:35
0.6,7,"['сектор', 'геополитика', 'дивиденды', 'рейтинги/аналитика']","['ROSN', 'SIBN']",13299,2022-02-04 17:27:00
0.9,8,"['компания', 'отчётность/доходы', 'дивиденды']",['PHOR'],9381,2021-08-09 16:00:00
0.8,7,"['компания', 'сектор', 'продукт/контракты/инновации']",['MAGN'],9384,2021-08-09 17:44:51
-0.3,7,"['геополитика', 'санкции', 'макроэкономика']",[],19164,2023-05-19 20:10:00
0.7,7,"['макроэкономика', 'сектор']",['MAGN'],1498,2020-04-27 18:40:00
-0.7,8,"['макроэкономика', 'сектор', 'геополитика', 'события/форс-мажор']",['GAZP'],17231,2022-09-05 13:08:21
0.0,5,"['компания', 'корпоративные события']",['VTBR'],19175,2023-05-22 17:10:08
-0.3,7,"['макроэкономика', 'сектор', 'финансы', 'отчётность/доходы']","['GAZP', 'VTBR', 'PHOR']",9383,2021-08-09 17:40:00
0.7,8,"['компания', 'отчётность/доходы', 'дивиденды']","['SBER', 'GAZP']",9376,2021-08-09 14:42:11
-0.5,7,"['компания', 'регуляция', 'финансы']",['AFLT'],17228,2022-09-05 12:10:00
0.7,7,"['компания', 'отчётность/доходы', 'дивиденды']",['MGNT'],1499,2020-04-27 19:00:00
0.0,5,"['компания', 'корпоративные события']",['CHMF'],19172,2023-05-22 16:31:16
0.0,5,"['макроэкономика', 'отчётность/доходы']",['MOEX'],5495,2021-02-02 09:40:00
0.5,7,"['компания', 'дивиденды', 'отчётность/доходы', 'финансы']",['MTSS'],23099,2025-01-30 15:45:00
1.0,8,"['компания', 'отчётность/доходы', 'конкуренция/рыночная доля']",[],13305,2022-02-04 21:41:00
0.5,8,"['компания', 'дивиденды', 'финансы', 'отчётность/доходы']",['LKOH'],1500,2020-04-27 20:50:00
0.8,8,"['макроэкономика', 'сектор', 'геополитика', 'продукт/контракты/инновации']","['GAZP', 'NVTK']",23095,2025-01-30 14:51:54
0.2,6,"['компания', 'дивиденды', 'макроэкономика']",['MTSS'],23100,2025-01-30 16:20:00
-0.5,7,"['отчётность/доходы', 'компания']",['MAGN'],5496,2021-02-02 10:15:20
1.0,8,"['дивиденды', 'компания']",['ALRS'],9387,2021-08-09 19:01:22
-0.5,7,"['компания', 'менеджмент/кадровые изменения']",[],17230,2022-09-05 12:54:25
0.7,7,"['компания', 'финансы', 'рейтинги/аналитика']",['VTBR'],9382,2021-08-09 17:00:00
-0.8,8,"['компания', 'финансы', 'отчётность/доходы', 'дивиденды', 'регуляция']","['RUAL', 'GMKN']",19177,2023-05-22 19:25:00
-0.5,7,"['макроэкономика', 'регуляция', 'финансы']",['MOEX'],9380,2021-08-09 15:50:00
0.5,7,"['регуляция', 'конкуренция/рыночная доля', 'сектор']","['T', 'VZ']",13307,2022-02-05 13:46:00
0.7,8,"['макроэкономика', 'финансы']","['GAZP', 'SBER', 'GMKN', 'LKOH', 'NVTK', 'ROS', 'MTSS']",17236,2022-09-05 18:13:48
0.8,7,"['отчётность/доходы', 'компания']",[],1504,2020-04-28 09:40:00
-0.5,7,"['сектор', 'компания']","['SBER', 'GAZP', 'LKOH']",1503,2020-04-28 09:35:00
0.0,5,"['компания', 'события/форс-мажор']",['LKOH'],19176,2023-05-22 19:16:12
0.0,7,"['регуляция', 'события/форс-мажор']",['MOEX'],17237,2022-09-05 18:17:33
0.5,7,"['финансы', 'компания']",['GAZP'],19178,2023-05-22 19:49:00
0.7,8,"['макроэкономика', 'сектор', 'компания', 'геополитика']","['GAZP', 'ROSN']",13310,2022-02-06 14:00:00
-0.8,9,"['сектор', 'геополитика', 'судебные/регуляторные/санкции']",['GAZP'],17232,2022-09-05 13:15:00
-0.5,7,"['геополитика', 'сектор']",['GAZP'],5497,2021-02-02 10:20:00
0.6,7,"['компания', 'отчётность/доходы', 'дивиденды']","['PHOR', 'RUAL']",9385,2021-08-09 18:00:00
